km,brand,fuel,gear,price,cv,year
76281,Mercedes-Benz,Gasoline,Automatic,19800,158,2016
56850,Skoda,Gasoline,Automatic,19888,181,2016
73105,Bmw,Diesel,Automatic,19900,262,2016
24583,Mercedes-Benz,Gasoline,Automatic,19900,158,2016
146170,Mercedes-Benz,Diesel,Automatic,19900,207,2016
130710,Bmw,Diesel,Automatic,19999,193,2016
73264,Audi,Diesel,Automatic,19999,138,2016
99293,Volkswagen,Diesel,Automatic,20333,152,2016
84000,Seat,Gasoline,Automatic,20700,294,2016
43342,Volvo,Gasoline,Automatic,17995,154,2018
64403,Volkswagen,Gasoline,Manual,18444,118,2018
115767,Mercedes-Benz,Diesel,Manual,18445,172,2018
77358,Ford,Diesel,Manual,18500,133,2018
33542,Volkswagen,Gasoline,Manual,18690,112,2018
25979,Volkswagen,Gasoline,Automatic,18690,112,2018
82774,Ford,Diesel,Manual,18800,133,2018
55977,Skoda,Diesel,Automatic,18950,118,2018
98800,Ford,Diesel,Automatic,19000,193,2018
84166,Volkswagen,Diesel,Manual,19280,152,2018
121557,Volkswagen,Diesel,Automatic,19445,152,2018
34448,Seat,Gasoline,Automatic,19450,181,2018
140101,Mercedes-Benz,Diesel,Automatic,19495,172,2018
43144,Skoda,Diesel,Automatic,19650,152,2018
32500,Volvo,Gasoline,Manual,19890,193,2018
135812,Mercedes-Benz,Gasoline,Automatic,19900,158,2018
72902,Volkswagen,Gasoline,Automatic,13999,118,2019
74561,Volkswagen,Gasoline,Automatic,14400,118,2019
74163,Volkswagen,Gasoline,Automatic,14450,118,2019
77013,Volkswagen,Gasoline,Automatic,14450,118,2019
20245,Volkswagen,Gasoline,Manual,14490,87,2019
16324,Ford,Gasoline,Manual,14700,127,2019
71692,Volkswagen,Gasoline,Automatic,14750,118,2019
68806,Volkswagen,Gasoline,Automatic,14750,118,2019
70963,Volkswagen,Gasoline,Automatic,14799,118,2019
21500,Volkswagen,Gasoline,Manual,15222,96,2019
5000,Dacia,Gasoline,Manual,15950,116,2019
63672,Bmw,Diesel,Manual,16750,118,2019
39628,Volkswagen,Gasoline,Manual,16777,96,2019
34100,Volkswagen,Diesel,Automatic,16888,96,2019
28989,Renault,Gasoline,Manual,16900,142,2019
57182,Volkswagen,Diesel,Automatic,16990,118,2019
56906,Volkswagen,Diesel,Automatic,17450,118,2019
51826,Volkswagen,Diesel,Automatic,17450,118,2019
60504,Volkswagen,Diesel,Manual,17666,152,2019
3950,Renault,Gasoline,Manual,38280,304,2020
100,Renault,Electric,Automatic,41195,70,2020
9500,Skoda,Gasoline,Automatic,42680,248,2020
146,Volkswagen,Gasoline,Automatic,44740,304,2020
8520,Renault,Gasoline,Manual,10440,91,2020
5000,Suzuki,Gasoline,Manual,11880,84,2020
6000,Volkswagen,Gasoline,Manual,12222,61,2020
10,Renault,Gasoline,Manual,12790,74,2020
7890,Volkswagen,Gasoline,Manual,15440,96,2020
15145,Opel,Gasoline,Manual,16500,112,2020
398,Opel,Gasoline,Manual,17350,112,2020
350,Skoda,Gasoline,Manual,17950,118,2020
27308,Ford,Diesel,Manual,18500,152,2020
10,Renault,Gasoline,Manual,19490,102,2020
6949,Volkswagen,Gasoline,Manual,19790,118,2020
3170,Volkswagen,Gasoline,Manual,19900,91,2020
9463,Volkswagen,Gasoline,Manual,19990,118,2020
25705,Volkswagen,Gasoline,Manual,20890,133,2020
6000,Renault,Gasoline,Manual,20950,133,2020
9999,Mercedes-Benz,Gasoline,Automatic,36800,165,2021
3000,Mercedes-Benz,Gasoline,Automatic,37400,138,2021
3000,Mercedes-Benz,Diesel,Automatic,37880,152,2021
4899,Volkswagen,Gasoline,Automatic,37900,152,2021
1899,Volkswagen,Gasoline,Automatic,39333,248,2021
1810,Nissan,Diesel,Automatic,39990,193,2021
4900,Skoda,Diesel,Automatic,41970,203,2021
22500,Volkswagen,Gasoline,Automatic,41990,304,2021
3000,Mercedes-Benz,Gasoline,Automatic,42880,187,2021
1899,Volkswagen,Diesel,Automatic,44777,203,2021
9999,Mercedes-Benz,Diesel,Automatic,44800,162,2021
4899,Volkswagen,Diesel,Automatic,44900,124,2021
4899,Volkswagen,Diesel,Automatic,44900,152,2021
9999,Mercedes-Benz,Diesel,Automatic,45880,152,2021
199985,Opel,Diesel,Manual,4990,127,2011
243146,Volkswagen,Gasoline,Manual,4990,103,2011
97000,Mitsubishi,Electric,Automatic,4997,49,2011
150000,Seat,Gasoline,Manual,4999,87,2011
193570,Skoda,Diesel,Manual,4999,142,2011
118000,Opel,Gasoline,Manual,4999,118,2011
44000,Peugeot,Gasoline,Manual,4999,74,2011
129300,Opel,Gasoline,Manual,4999,118,2011
218340,Ford,Diesel,Manual,5000,142,2011
184023,Peugeot,Diesel,Manual,5000,102,2011
133095,Skoda,Gasoline,Manual,5100,87,2011
229500,Bmw,Diesel,Manual,5199,145,2011
109000,Kia,Gasoline,Manual,5200,128,2011
133000,Seat,Gasoline,Manual,5200,106,2011
109000,Seat,Gasoline,Manual,5200,87,2011
117048,Daihatsu,Gasoline,Manual,5290,100,2011
133000,Seat,Gasoline,Manual,5299,87,2011
215000,Opel,Diesel,Manual,5299,96,2011
103000,Fiat,Diesel,Manual,5390,96,2011
86000,Ford,Gasoline,Manual,5390,61,2011
56600,Daihatsu,Gasoline,Manual,5990,100,2012
241000,Volkswagen,Diesel,Manual,5990,106,2012
125000,Seat,Diesel,Manual,5990,76,2012
66000,Skoda,Gasoline,Manual,5990,87,2012
103958,Skoda,Gasoline,Manual,5990,106,2012
115000,Opel,Gasoline,Manual,5999,142,2012
180000,Skoda,Diesel,Manual,6000,106,2012
108903,Volkswagen,Gasoline,Manual,6190,87,2012
56000,Volkswagen,Gasoline,Manual,6200,70,2012
77500,Opel,Gasoline,Manual,6300,122,2012
156000,Nissan,Diesel,Manual,6300,112,2012
96535,Opel,Gasoline,Manual,6400,88,2012
182500,Ford,Gasoline,Manual,6450,185,2012
92334,Kia,Diesel,Manual,6450,130,2012
80000,Peugeot,Gasoline,Manual,6450,96,2012
95000,Opel,Gasoline,Manual,6900,88,2013
99980,Ford,Gasoline,Manual,6900,102,2013
331000,Seat,Diesel,Automatic,6990,142,2013
280000,Skoda,Diesel,Automatic,6990,106,2013
63000,Toyota,Gasoline,Manual,6990,70,2013
104600,Seat,Gasoline,Manual,6990,106,2013
92900,Skoda,Gasoline,Manual,6999,87,2013
193000,Toyota,Diesel,Manual,7000,91,2013
128000,Hyundai,Diesel,Manual,7120,76,2013
190000,Ford,Diesel,Manual,7150,118,2013
146500,Seat,Diesel,Manual,7190,106,2013
92500,Iveco,Diesel,Manual,7299,107,2013
200200,Hyundai,Gasoline,Manual,7300,137,2013
97820,Fiat,Gasoline,Manual,7344,70,2013
195000,Volkswagen,Diesel,Automatic,7350,106,2013
105300,Volkswagen,Gasoline,Manual,7399,124,2013
101240,Opel,Gasoline,Manual,7400,122,2013
58000,Renault,Gasoline,Manual,7400,118,2013
146630,Opel,Diesel,Manual,7490,167,2013
104000,Volkswagen,Gasoline,Manual,6800,70,2014
75000,Toyota,Gasoline,Manual,6840,70,2014
67500,Lancia,Gasoline,Manual,6900,70,2014
59000,Kia,Gasoline,Manual,6900,87,2014
37500,Opel,Gasoline,Manual,6950,70,2014
90000,Fiat,Gasoline,Manual,6980,96,2014
205000,Volkswagen,Diesel,Manual,6990,152,2014
90000,Smart,Gasoline,Automatic,6990,72,2014
79000,Seat,Gasoline,Manual,6990,87,2014
77150,Opel,Gasoline,Manual,6990,91,2014
42363,Seat,Gasoline,Manual,6990,87,2014
63000,Smart,Gasoline,Automatic,7000,72,2014
89000,Toyota,Gasoline,Manual,7100,100,2014
105000,Ford,Gasoline,Manual,7200,127,2014
36000,Smart,Gasoline,Automatic,7250,72,2014
121500,Ford,Diesel,Manual,7290,118,2014
124489,Nissan,Diesel,Manual,7290,91,2014
65000,Hyundai,Gasoline,Manual,7300,142,2014
58000,Smart,Gasoline,Manual,7300,72,2014
102000,Ford,Gasoline,Manual,7450,127,2014
103700,Skoda,Gasoline,Manual,7750,87,2015
37600,Ford,Gasoline,Manual,7780,83,2015
201238,Ford,Diesel,Manual,7790,152,2015
61000,Volkswagen,Gasoline,Manual,7790,76,2015
80000,Fiat,Gasoline,Manual,7790,70,2015
109578,Nissan,Diesel,Manual,7800,112,2015
120466,Opel,Diesel,Manual,7800,112,2015
53800,Fiat,Gasoline,Manual,7880,70,2015
55157,Toyota,Gasoline,Manual,7890,70,2015
73770,Volkswagen,Gasoline,Automatic,7900,76,2015
106450,Hyundai,Gasoline,Manual,7900,102,2015
179000,Ford,Diesel,Manual,7900,118,2015
105000,Ford,Gasoline,Manual,7900,127,2015
149197,Ford,Diesel,Manual,7950,118,2015
128800,Volkswagen,Diesel,Manual,7980,112,2015
110200,Opel,Gasoline,Manual,7990,118,2015
65000,Dacia,Gasoline,Manual,7990,91,2015
49000,Opel,Gasoline,Manual,7990,88,2015
31000,Smart,Gasoline,Manual,7990,72,2015
195500,Ford,Diesel,Manual,7990,118,2015
100000,Renault,Diesel,Manual,7140,76,2016
32433,Smart,Gasoline,Manual,7150,72,2016
40100,Toyota,Gasoline,Manual,7199,70,2016
14300,Toyota,Gasoline,Manual,7200,70,2016
130000,Ford,Diesel,Manual,7290,96,2016
35500,Volkswagen,Gasoline,Manual,7350,61,2016
73236,Hyundai,Other,Manual,7370,70,2016
146800,Opel,Diesel,Manual,7380,138,2016
45560,Opel,Diesel,Manual,7400,76,2016
35090,Smart,Gasoline,Manual,7444,72,2016
28500,Skoda,Gasoline,Automatic,7490,61,2016
94000,Renault,Diesel,Manual,7500,76,2016
35000,Renault,Gasoline,Manual,7500,72,2016
29800,Seat,Gasoline,Manual,7500,76,2016
134500,Hyundai,Diesel,Manual,7550,112,2016
121200,Ford,Diesel,Manual,7580,122,2016
74000,Opel,Gasoline,Manual,7600,102,2016
62300,Volkswagen,Gasoline,Manual,7688,61,2016
129000,Renault,Diesel,Manual,7735,91,2016
70000,Renault,Diesel,Manual,7750,76,2016
128990,Audi,Diesel,Automatic,16445,152,2017
38250,Volkswagen,Gasoline,Automatic,16480,127,2017
79500,Volkswagen,Diesel,Automatic,16789,152,2017
55500,Seat,Diesel,Manual,16950,152,2017
46500,Seat,Gasoline,Automatic,17400,181,2017
99999,Audi,Diesel,Manual,17420,152,2017
98400,Skoda,Diesel,Automatic,17860,152,2017
61000,Volkswagen,Electric,Automatic,17890,138,2017
145000,Bmw,Diesel,Automatic,17999,227,2017
56133,Audi,Diesel,Automatic,18480,152,2017
13000,Opel,Gasoline,Automatic,18490,154,2017
62900,Audi,Diesel,Manual,18890,118,2017
61021,Volkswagen,Gasoline,Automatic,18910,152,2017
151450,Volkswagen,Diesel,Automatic,18980,152,2017
108300,Skoda,Diesel,Automatic,18980,187,2017
67000,Bmw,Diesel,Automatic,19200,193,2017
69090,Audi,Other,Automatic,19685,112,2017
81990,Volkswagen,Diesel,Automatic,19900,152,2017
53930,Ford,Gasoline,Manual,19970,152,2017
74100,Audi,Gasoline,Automatic,19980,118,2017
91850,Audi,Diesel,Manual,15900,152,2018
23895,Mini,Gasoline,Manual,16231,103,2018
14290,Seat,Gasoline,Manual,16250,96,2018
10613,Volkswagen,Gasoline,Automatic,16440,96,2018
117350,Volkswagen,Diesel,Manual,16480,152,2018
148600,Audi,Diesel,Manual,16740,152,2018
94948,Audi,Gasoline,Manual,16880,118,2018
21900,Bmw,Diesel,Manual,16900,118,2018
212000,Skoda,Diesel,Automatic,16960,187,2018
45995,Opel,Gasoline,Automatic,16990,112,2018
86850,Volkswagen,Diesel,Automatic,18880,152,2018
34200,Audi,Diesel,Manual,19440,152,2018
27350,Volkswagen,Gasoline,Automatic,19490,118,2018
62600,Audi,Gasoline,Automatic,19700,118,2018
24912,Opel,Gasoline,Manual,19750,138,2018
32850,Audi,Gasoline,Automatic,19880,118,2018
33774,Audi,Diesel,Manual,19880,118,2018
31200,Skoda,Diesel,Automatic,19880,118,2018
148300,Skoda,Diesel,Automatic,19890,187,2018
14300,Audi,Gasoline,Automatic,81450,345,2019
29800,Audi,Diesel,Automatic,94890,441,2019
6490,Audi,Gasoline,Automatic,99990,406,2019
4799,Land,Hybrid,Automatic,114900,410,2019
48750,Volkswagen,Gasoline,Manual,8695,76,2019
25000,Opel,Gasoline,Manual,11990,88,2019
49200,Opel,Diesel,Manual,12400,112,2019
16600,Skoda,Gasoline,Manual,12990,96,2019
33900,Skoda,Gasoline,Manual,13440,112,2019
29115,Seat,Gasoline,Manual,13810,96,2019
15312,Seat,Gasoline,Manual,13870,96,2019
105290,Seat,Diesel,Manual,13950,118,2019
10000,Ford,Gasoline,Manual,14770,102,2019
19300,Skoda,Gasoline,Manual,14990,96,2019
20990,Volkswagen,Gasoline,Manual,15790,118,2019
4600,Seat,Gasoline,Manual,15880,91,2019
26100,Seat,Gasoline,Manual,15980,133,2019
7250,Seat,Other,Manual,16440,91,2019
34400,Bmw,Gasoline,Manual,16900,111,2019
24449,Ford,Diesel,Automatic,30650,193,2020
9450,Seat,Gasoline,Automatic,30660,193,2020
50,Skoda,Diesel,Automatic,30970,118,2020
7118,Volvo,Diesel,Automatic,31550,152,2020
9500,Volkswagen,Gasoline,Automatic,31870,152,2020
2500,Hyundai,Gasoline,Automatic,31880,152,2020
15991,Volkswagen,Diesel,Automatic,31940,152,2020
19537,Ford,Diesel,Automatic,31990,193,2020
10,Seat,Diesel,Automatic,32380,152,2020
14800,Seat,Diesel,Automatic,32440,152,2020
7950,Seat,Diesel,Automatic,32440,152,2020
10932,Audi,Gasoline,Automatic,32446,172,2020
250,Seat,Gasoline,Automatic,32880,193,2020
15038,Ford,Diesel,Automatic,32990,193,2020
22780,Audi,Other,Automatic,32994,172,2020
10,Seat,Diesel,Automatic,33479,152,2020
6805,Ford,Gasoline,Automatic,33880,142,2020
7820,Volkswagen,Gasoline,Automatic,33940,193,2020
18728,Volkswagen,Diesel,Automatic,33990,193,2020
8900,Skoda,Hybrid,Automatic,34330,207,2021
10,Ford,Hybrid,Manual,34690,152,2021
100,Skoda,Gasoline,Automatic,34800,248,2021
9000,Skoda,Gasoline,Automatic,36590,248,2021
3000,Skoda,Diesel,Automatic,36980,152,2021
5500,Cupra,Gasoline,Automatic,37950,314,2021
1340,Volvo,Gasoline,Automatic,38990,200,2021
10000,Volkswagen,Diesel,Automatic,39890,152,2021
100,Ford,Hybrid,Automatic,39980,193,2021
6500,Audi,Hybrid,Automatic,39980,207,2021
100,Ford,Diesel,Automatic,40990,188,2021
15,Skoda,Diesel,Automatic,41960,203,2021
9000,Skoda,Diesel,Automatic,41990,193,2021
4212,Cupra,Hybrid,Automatic,42379,248,2021
4,Volkswagen,Diesel,Automatic,42499,152,2021
400,Cupra,Gasoline,Automatic,44780,314,2021
5000,Cupra,Hybrid,Automatic,46615,248,2021
5000,Skoda,Diesel,Automatic,46995,193,2021
1500,Cupra,Hybrid,Automatic,47315,248,2021
77172,Volkswagen,Gasoline,Manual,5590,76,2011
103499,Hyundai,Gasoline,Manual,5690,111,2011
108052,Chevrolet,Gasoline,Manual,5699,138,2011
129511,Mazda,Gasoline,Manual,5789,106,2011
192000,Mazda,Gasoline,Manual,5790,118,2011
84968,Toyota,Gasoline,Manual,5840,100,2011
158000,Mazda,Gasoline,Manual,5850,122,2011
97800,Seat,Gasoline,Manual,5888,122,2011
104100,Renault,Gasoline,Manual,5890,88,2011
124117,Skoda,Gasoline,Manual,5950,70,2011
98412,Skoda,Gasoline,Manual,5960,70,2011
80000,Opel,Gasoline,Manual,5980,88,2011
87300,Seat,Gasoline,Manual,5990,106,2011
75400,Seat,Gasoline,Manual,5990,87,2011
119000,Seat,Gasoline,Manual,5990,162,2011
84250,Fiat,Gasoline,Manual,5990,74,2011
165583,Skoda,Diesel,Manual,5990,142,2011
92500,Ford,Gasoline,Manual,5990,106,2011
100000,Opel,Gasoline,Manual,5998,102,2011
98000,Citroen,Gasoline,Manual,6000,122,2011
148450,Mazda,Diesel,Manual,5800,131,2012
56898,Toyota,Gasoline,Manual,5850,69,2012
215500,Opel,Diesel,Manual,5940,133,2012
67660,Volkswagen,Gasoline,Manual,5970,76,2012
60382,Toyota,Gasoline,Manual,5990,69,2012
119500,Kia,Gasoline,Manual,5990,111,2012
96031,Nissan,Gasoline,Manual,5990,99,2012
77500,Seat,Diesel,Manual,5990,76,2012
79500,Skoda,Gasoline,Manual,5990,61,2012
93500,Citroen,Gasoline,Manual,5990,122,2012
78150,Ford,Other,Manual,5990,83,2012
57815,Skoda,Gasoline,Manual,5999,87,2012
163000,Peugeot,Gasoline,Manual,5999,158,2012
162000,Nissan,Diesel,Manual,5999,91,2012
107300,Seat,Gasoline,Manual,5999,106,2012
119000,Volkswagen,Gasoline,Manual,5999,81,2012
167128,Opel,Diesel,Manual,6000,167,2012
75500,Seat,Gasoline,Manual,6199,106,2012
80275,Opel,Gasoline,Manual,6200,88,2012
116000,Skoda,Gasoline,Manual,6200,87,2012
78590,Citroen,Gasoline,Manual,6950,122,2013
91000,Peugeot,Gasoline,Manual,6950,96,2013
125000,Volvo,Diesel,Manual,6980,116,2013
112000,Volkswagen,Gasoline,Manual,6990,106,2013
11901,Dacia,Gasoline,Manual,6990,91,2013
91000,Volkswagen,Gasoline,Manual,6990,61,2013
68910,Renault,Gasoline,Manual,6990,107,2013
129827,Mazda,Gasoline,Manual,6990,106,2013
263000,Mazda,Diesel,Manual,6990,175,2013
69779,Suzuki,Gasoline,Manual,6990,95,2013
45000,Peugeot,Gasoline,Manual,6995,83,2013
146325,Ford,Diesel,Automatic,6999,118,2013
50000,Fiat,Gasoline,Manual,6999,122,2013
52411,Chevrolet,Diesel,Manual,7100,133,2013
109957,Skoda,Diesel,Manual,7340,91,2013
124200,Opel,Gasoline,Manual,7370,102,2013
42000,Opel,Gasoline,Manual,7399,88,2013
184500,Peugeot,Diesel,Automatic,7400,116,2013
46000,Ford,Gasoline,Manual,7440,83,2013
74966,Renault,Gasoline,Manual,6777,72,2014
40400,Opel,Gasoline,Manual,6860,70,2014
123896,Ford,Diesel,Manual,6880,118,2014
20108,Peugeot,Gasoline,Manual,6880,70,2014
78688,Kia,Gasoline,Manual,6890,111,2014
129723,Peugeot,Diesel,Manual,6900,69,2014
110791,Skoda,Gasoline,Manual,6900,87,2014
82000,Seat,Gasoline,Manual,6900,106,2014
102600,Citroen,Gasoline,Manual,6950,122,2014
84299,Skoda,Gasoline,Manual,6980,76,2014
41051,Mitsubishi,Gasoline,Manual,6990,81,2014
99000,Kia,Gasoline,Manual,6990,100,2014
65000,Opel,Gasoline,Manual,6990,88,2014
50000,Seat,Gasoline,Manual,6999,87,2014
167000,Opel,Diesel,Manual,6999,112,2014
68000,Ford,Gasoline,Manual,7100,83,2014
101244,Opel,Gasoline,Manual,7200,142,2014
70883,Hyundai,Diesel,Manual,7200,91,2014
25500,Citroen,Gasoline,Automatic,7200,69,2014
83000,Peugeot,Gasoline,Manual,7290,83,2014
48125,Citroen,Gasoline,Manual,6890,70,2016
57000,Nissan,Gasoline,Manual,6890,81,2016
43400,Nissan,Gasoline,Manual,6900,81,2016
45820,Citroen,Gasoline,Manual,6950,70,2016
68990,Dacia,Gasoline,Manual,6970,76,2016
95477,Peugeot,Gasoline,Manual,6975,69,2016
96505,Opel,Gasoline,Manual,6980,91,2016
87887,Hyundai,Gasoline,Manual,6990,76,2016
38659,Citroen,Gasoline,Manual,6990,70,2016
43125,Citroen,Gasoline,Manual,6990,70,2016
42000,Suzuki,Gasoline,Manual,6990,69,2016
27755,Skoda,Gasoline,Manual,6990,61,2016
148000,Volkswagen,Diesel,Manual,6999,91,2016
34793,Citroen,Gasoline,Manual,7125,70,2016
64000,Nissan,Gasoline,Manual,7330,99,2016
111891,Skoda,Diesel,Manual,7340,91,2016
130201,Volkswagen,Diesel,Manual,7365,76,2016
33048,Bmw,Diesel,Automatic,32990,193,2017
49618,Bmw,Diesel,Automatic,33870,269,2017
65871,Volkswagen,Diesel,Automatic,33900,242,2017
20800,Volvo,Gasoline,Automatic,36200,324,2017
107337,Volvo,Diesel,Automatic,36800,238,2017
67600,Mercedes-Benz,Diesel,Automatic,36890,262,2017
27076,Audi,Diesel,Automatic,37730,276,2017
30400,Mercedes-Benz,Diesel,Automatic,37890,172,2017
55915,Bmw,Diesel,Automatic,37960,317,2017
44931,Volvo,Gasoline,Automatic,38500,324,2017
40650,Land,Gasoline,Automatic,38900,244,2017
36504,Audi,Diesel,Automatic,39980,221,2017
40413,Audi,Diesel,Automatic,40850,324,2017
84752,Audi,Gasoline,Automatic,43430,359,2017
68500,Land,Diesel,Automatic,52800,345,2017
28433,Audi,Gasoline,Automatic,53990,359,2017
72957,Ford,Gasoline,Manual,9490,87,2017
70697,Ford,Gasoline,Manual,9990,102,2017
99950,Skoda,Diesel,Manual,9990,91,2017
15400,Fiat,Diesel,Automatic,28880,184,2018
29581,Skoda,Gasoline,Automatic,28890,181,2018
73565,Volkswagen,Diesel,Automatic,28930,193,2018
21023,Audi,Gasoline,Automatic,28980,152,2018
27119,Audi,Gasoline,Automatic,29720,193,2018
74987,Mercedes-Benz,Diesel,Automatic,29980,172,2018
69522,Audi,Diesel,Automatic,29980,221,2018
72368,Audi,Diesel,Automatic,29990,221,2018
21790,Audi,Diesel,Automatic,30250,152,2018
53699,Audi,Gasoline,Automatic,30690,193,2018
50388,Bmw,Diesel,Automatic,30790,193,2018
72256,Audi,Diesel,Automatic,30830,193,2018
32918,Audi,Diesel,Automatic,31430,165,2018
96500,Mercedes-Benz,Diesel,Automatic,31890,262,2018
91013,Bmw,Gasoline,Automatic,31980,331,2018
69600,Lexus,Hybrid,Automatic,31990,200,2018
82872,Audi,Diesel,Automatic,32970,290,2018
75700,Audi,Diesel,Automatic,33330,193,2018
58456,Bmw,Diesel,Automatic,33333,269,2018
22792,Skoda,Gasoline,Manual,22980,152,2019
14950,Ford,Hybrid,Automatic,22990,191,2019
24920,Ford,Gasoline,Manual,22990,162,2019
5850,Volkswagen,Gasoline,Manual,23400,152,2019
760,Audi,Gasoline,Manual,23790,118,2019
13985,Audi,Gasoline,Manual,23820,96,2019
13680,Ford,Diesel,Manual,23890,152,2019
10,Audi,Gasoline,Automatic,23990,118,2019
11425,Ford,Diesel,Automatic,24470,152,2019
15825,Ford,Gasoline,Manual,24470,167,2019
20091,Audi,Diesel,Automatic,24480,152,2019
5600,Toyota,Hybrid,Automatic,24690,124,2019
15400,Mercedes-Benz,Diesel,Automatic,24890,118,2019
22000,Volkswagen,Diesel,Automatic,24900,103,2019
23555,Ford,Diesel,Automatic,24990,193,2019
9515,Ford,Diesel,Automatic,25390,152,2019
17600,Mercedes-Benz,Gasoline,Manual,25680,165,2019
22700,Mercedes-Benz,Gasoline,Automatic,25890,124,2019
9900,Mercedes-Benz,Gasoline,Automatic,25890,165,2019
44055,Volkswagen,Diesel,Manual,25900,152,2019
5452,Skoda,Gasoline,Automatic,28490,152,2020
10,Seat,Diesel,Automatic,28590,152,2020
150,Ford,Diesel,Automatic,28890,193,2020
25,Volkswagen,Gasoline,Automatic,28890,152,2020
12,Seat,Diesel,Automatic,28920,152,2020
8000,Seat,Gasoline,Manual,29440,152,2020
2380,Volkswagen,Gasoline,Manual,29870,133,2020
9713,Volkswagen,Gasoline,Automatic,30890,152,2020
17800,Bmw,Diesel,Automatic,31390,193,2020
8000,Audi,Gasoline,Manual,31950,152,2020
16380,Volkswagen,Diesel,Automatic,32870,152,2020
16290,Volkswagen,Diesel,Automatic,33430,152,2020
15670,Volkswagen,Diesel,Automatic,33440,152,2020
6000,Audi,Gasoline,Manual,33440,152,2020
15000,Audi,Gasoline,Manual,33440,152,2020
1000,Volkswagen,Gasoline,Manual,15690,66,2021
1111,Seat,Gasoline,Manual,15900,81,2021
5500,Seat,Gasoline,Automatic,15950,81,2021
2100,Volkswagen,Gasoline,Manual,16200,66,2021
3000,Smart,Electric,Automatic,17480,83,2021
628,Mazda,Hybrid,Manual,18480,91,2021
10,Nissan,Gasoline,Manual,19849,119,2021
3000,Smart,Electric,Automatic,19890,57,2021
1111,Seat,Gasoline,Automatic,19900,112,2021
50,Ford,Gasoline,Manual,20490,127,2021
25,Nissan,Gasoline,Manual,21889,142,2021
1111,Seat,Gasoline,Automatic,21950,112,2021
1500,Seat,Gasoline,Automatic,22490,112,2021
6000,Volkswagen,Gasoline,Manual,22900,96,2021
1111,Seat,Gasoline,Automatic,22950,112,2021
25,Nissan,Gasoline,Manual,23889,142,2021
64000,Chevrolet,Gasoline,Manual,2900,69,2011
146325,Chevrolet,Gasoline,Manual,2950,83,2011
56641,Renault,Gasoline,Manual,2980,76,2011
106000,Nissan,Gasoline,Manual,2990,69,2011
109000,Hyundai,Gasoline,Manual,2990,68,2011
116000,Fiat,Gasoline,Manual,2990,70,2011
243700,Seat,Gasoline,Manual,2990,87,2011
269000,Opel,Diesel,Manual,2999,112,2011
118000,Smart,Gasoline,Automatic,3000,72,2011
123000,Fiat,Gasoline,Manual,3000,70,2011
126000,Peugeot,Gasoline,Manual,3100,96,2011
182000,Mazda,Gasoline,Manual,3110,85,2011
136000,Ford,Gasoline,Manual,3150,70,2011
110000,Renault,Gasoline,Manual,3199,76,2011
146900,Fiat,Gasoline,Manual,3199,69,2011
86500,Chevrolet,Gasoline,Manual,3200,102,2011
118704,Volkswagen,Gasoline,Manual,3200,61,2011
100000,Fiat,Gasoline,Manual,3200,78,2011
114000,Kia,Gasoline,Manual,3800,70,2012
86600,Renault,Gasoline,Manual,3800,76,2012
143000,Opel,Gasoline,Manual,3840,88,2012
218000,Opel,Diesel,Manual,3880,112,2012
94255,Nissan,Gasoline,Manual,3888,81,2012
142502,Skoda,Diesel,Manual,3888,76,2012
103200,Toyota,Gasoline,Manual,3890,69,2012
88000,Peugeot,Gasoline,Manual,3899,74,2012
112687,Smart,Gasoline,Automatic,3900,72,2012
175000,Citroen,Gasoline,Manual,3940,96,2012
173650,Ford,Diesel,Manual,3950,96,2012
133000,Fiat,Gasoline,Manual,3980,78,2012
92872,Renault,Gasoline,Manual,3990,76,2012
73000,Renault,Gasoline,Manual,3990,76,2012
204000,Kia,Other,Manual,3994,87,2012
107000,Renault,Gasoline,Manual,3999,76,2012
245000,Smart,Diesel,Automatic,3999,55,2012
103711,Citroen,Gasoline,Manual,4000,74,2012
129000,Hyundai,Gasoline,Manual,4000,78,2012
63960,Toyota,Gasoline,Manual,4000,69,2012
117000,Ford,Gasoline,Manual,3900,70,2013
82000,Smart,Gasoline,Automatic,3900,62,2013
117000,Renault,Gasoline,Manual,3950,76,2013
67905,Suzuki,Gasoline,Manual,3987,69,2013
93000,Opel,Gasoline,Manual,3990,70,2013
163000,Fiat,Gasoline,Manual,3990,70,2013
85421,Seat,Gasoline,Manual,3990,61,2013
226000,Ford,Diesel,Automatic,3999,118,2013
49354,Hyundai,Gasoline,Manual,3999,70,2013
107000,Fiat,Gasoline,Manual,3999,70,2013
54000,Renault,Gasoline,Manual,3999,76,2013
111207,Nissan,Gasoline,Manual,3999,69,2013
123600,Skoda,Gasoline,Manual,4000,61,2013
180000,Opel,Diesel,Manual,4000,112,2013
154000,Volkswagen,Other,Manual,4000,69,2013
146400,Ford,Gasoline,Manual,4200,61,2013
92000,Renault,Gasoline,Manual,4250,76,2013
125825,Toyota,Gasoline,Manual,4250,69,2013
74100,Hyundai,Gasoline,Manual,4290,70,2013
141378,Opel,Gasoline,Manual,4290,70,2013
83808,Seat,Gasoline,Manual,4000,61,2014
30694,Renault,Electric,Automatic,4190,11,2014
51000,Ford,Gasoline,Manual,4350,70,2014
84200,Seat,Gasoline,Manual,4400,61,2014
72500,Renault,Gasoline,Manual,4450,76,2014
135000,Skoda,Gasoline,Manual,4490,61,2014
