km,brand,fuel,gear,price,cv,year
12455,Opel,Gasoline,Manual,13175,88,2019
29700,Skoda,Gasoline,Manual,13250,112,2019
26011,Smart,Gasoline,Automatic,13250,91,2019
53554,Opel,Gasoline,Manual,13290,84,2019
39600,Volkswagen,Gasoline,Manual,13300,96,2019
16500,Renault,Gasoline,Manual,13450,91,2019
37378,Skoda,Gasoline,Manual,13490,76,2019
13910,Ford,Gasoline,Manual,13490,87,2019
12374,Ford,Gasoline,Manual,13490,87,2019
17089,Ford,Gasoline,Manual,13490,87,2019
19512,Ford,Gasoline,Manual,13490,87,2019
21840,Ford,Gasoline,Manual,13490,87,2019
21100,Seat,Gasoline,Manual,13590,81,2019
28713,Opel,Gasoline,Manual,13590,106,2019
6000,Renault,Gasoline,Manual,13590,91,2019
341,Hyundai,Gasoline,Manual,13950,102,2020
11200,Seat,Other,Manual,13950,91,2020
20,Skoda,Gasoline,Manual,13950,96,2020
5,Ford,Gasoline,Manual,13989,76,2020
10,Renault,Gasoline,Manual,13990,91,2020
15,Dacia,Gasoline,Manual,13990,102,2020
10,Fiat,Gasoline,Automatic,13990,70,2020
20,Dacia,Gasoline,Manual,13990,102,2020
3075,Opel,Gasoline,Manual,13990,76,2020
20,Skoda,Gasoline,Manual,14150,96,2020
12790,Opel,Gasoline,Manual,14290,102,2020
10,Ford,Gasoline,Manual,14384,102,2020
5,Fiat,Gasoline,Manual,14390,96,2020
4820,Opel,Gasoline,Manual,14445,102,2020
20,Fiat,Gasoline,Manual,14450,70,2020
10900,Opel,Gasoline,Manual,14480,76,2020
14559,Volkswagen,Gasoline,Manual,14490,81,2020
25,Fiat,Hybrid,Manual,14490,70,2020
15,Skoda,Gasoline,Manual,14490,96,2020
800,Mazda,Hybrid,Manual,16990,91,2021
10,Opel,Gasoline,Manual,16990,76,2021
10,Kia,Gasoline,Manual,16990,102,2021
2100,Dacia,Gasoline,Manual,17195,133,2021
3500,Volkswagen,Gasoline,Manual,17250,81,2021
0,Renault,Gasoline,Manual,17250,92,2021
100,Seat,Gasoline,Manual,17290,91,2021
50,Volkswagen,Gasoline,Manual,17380,96,2021
50,Opel,Gasoline,Manual,17390,102,2021
2,Opel,Gasoline,Manual,17390,102,2021
2,Dacia,Gasoline,Manual,17400,91,2021
5,Opel,Gasoline,Automatic,17445,102,2021
500,Skoda,Gasoline,Manual,17480,96,2021
69316,Smart,Gasoline,Automatic,4990,72,2011
92000,Opel,Gasoline,Manual,4990,88,2011
78000,Citroen,Gasoline,Manual,4990,69,2011
106100,Opel,Gasoline,Manual,4990,87,2011
208940,Mercedes-Benz,Gasoline,Manual,4990,138,2011
49900,Mitsubishi,Gasoline,Manual,4990,76,2011
74500,Volkswagen,Gasoline,Manual,4990,61,2011
100000,Renault,Gasoline,Manual,4995,76,2011
150000,Mercedes-Benz,Gasoline,Manual,4999,138,2011
82000,Daihatsu,Gasoline,Manual,4999,92,2011
115700,Opel,Gasoline,Manual,4999,102,2011
249000,Volkswagen,Diesel,Manual,4999,106,2011
121500,Volkswagen,Gasoline,Manual,4999,70,2011
100000,Kia,Diesel,Manual,4999,118,2011
103000,Mazda,Diesel,Manual,4999,96,2011
95000,Fiat,Gasoline,Manual,4999,106,2011
254590,Volkswagen,Diesel,Manual,5000,106,2011
107000,Mercedes-Benz,Gasoline,Manual,5000,96,2011
99000,Peugeot,Diesel,Manual,5000,93,2011
76799,Opel,Gasoline,Manual,5000,102,2011
176000,Bmw,Gasoline,Manual,5500,103,2012
84000,Fiat,Gasoline,Manual,5500,78,2012
115717,Skoda,Gasoline,Manual,5500,87,2012
190000,Opel,Diesel,Manual,5500,162,2012
150000,Toyota,Gasoline,Automatic,5500,276,2012
172000,Opel,Gasoline,Manual,5592,142,2012
86092,Skoda,Gasoline,Manual,5599,87,2012
141701,Opel,Diesel,Manual,5599,112,2012
191670,Opel,Diesel,Manual,5600,133,2012
111000,Opel,Diesel,Manual,5600,112,2012
115000,Fiat,Gasoline,Manual,5650,70,2012
106201,Seat,Gasoline,Manual,5650,87,2012
150000,Opel,Diesel,Manual,5690,133,2012
92750,Skoda,Gasoline,Manual,5690,87,2012
65625,Opel,Gasoline,Manual,5700,70,2012
114000,Mitsubishi,Gasoline,Manual,5700,119,2012
82500,Fiat,Gasoline,Manual,5740,70,2012
97500,Hyundai,Gasoline,Manual,5750,78,2012
110000,Opel,Gasoline,Manual,5750,142,2012
252000,Volkswagen,Diesel,Manual,5750,142,2012
28000,Opel,Gasoline,Manual,6750,88,2013
104000,Bmw,Gasoline,Manual,6790,138,2013
118700,Ford,Gasoline,Manual,6790,102,2013
70000,Opel,Gasoline,Manual,6799,70,2013
87000,Ford,Gasoline,Manual,6800,127,2013
72000,Renault,Diesel,Manual,6800,76,2013
79000,Seat,Gasoline,Manual,6800,70,2013
100200,Ford,Gasoline,Manual,6850,127,2013
93564,Fiat,Gasoline,Manual,6890,122,2013
76400,Hyundai,Gasoline,Manual,6890,87,2013
69000,Fiat,Gasoline,Manual,6900,70,2013
113000,Opel,Gasoline,Manual,6900,142,2013
126000,Ford,Diesel,Manual,6900,118,2013
129000,Seat,Diesel,Manual,6930,91,2013
129977,Peugeot,Gasoline,Manual,6950,158,2013
110000,Opel,Diesel,Manual,6950,127,2013
54400,Fiat,Gasoline,Manual,6980,70,2013
120900,Opel,Gasoline,Manual,6980,142,2013
215000,Volkswagen,Diesel,Manual,6990,112,2013
74000,Honda,Gasoline,Manual,6990,100,2013
42500,Smart,Electric,Automatic,6900,49,2014
93000,Ford,Gasoline,Manual,6900,93,2014
101383,Skoda,Gasoline,Manual,6900,106,2014
139900,Opel,Diesel,Manual,6900,122,2014
132200,Citroen,Diesel,Automatic,6900,116,2014
150800,Opel,Diesel,Manual,6950,133,2014
95700,Peugeot,Gasoline,Manual,6970,83,2014
50000,Opel,Gasoline,Manual,6974,70,2014
71716,Dacia,Gasoline,Manual,6990,91,2014
52700,Citroen,Gasoline,Manual,6990,83,2014
126000,Volkswagen,Gasoline,Manual,6990,87,2014
129000,Ford,Diesel,Manual,6990,118,2014
215500,Opel,Diesel,Automatic,6990,165,2014
37500,Citroen,Gasoline,Manual,6990,83,2014
88000,Nissan,Gasoline,Manual,6995,81,2014
85000,Opel,Gasoline,Manual,6995,70,2014
85340,Opel,Gasoline,Manual,6999,102,2014
83017,Opel,Gasoline,Manual,7000,102,2014
50000,Seat,Gasoline,Manual,7000,76,2014
82000,Fiat,Gasoline,Manual,7400,70,2015
52390,Seat,Gasoline,Manual,7430,76,2015
58599,Renault,Electric,Automatic,7440,89,2015
41500,Hyundai,Gasoline,Manual,7450,68,2015
47600,Toyota,Gasoline,Manual,7450,70,2015
62500,Renault,Gasoline,Manual,7450,74,2015
108100,Seat,Gasoline,Manual,7450,106,2015
109000,Opel,Gasoline,Manual,7490,102,2015
95309,Opel,Gasoline,Manual,7490,118,2015
67785,Dacia,Diesel,Manual,7490,91,2015
179200,Peugeot,Diesel,Manual,7490,122,2015
114000,Opel,Diesel,Manual,7495,112,2015
12661,Ford,Gasoline,Manual,7499,83,2015
257500,Volkswagen,Diesel,Manual,7499,112,2015
97000,Opel,Diesel,Manual,7500,96,2015
115000,Ford,Diesel,Manual,7500,118,2015
11000,Peugeot,Gasoline,Manual,7500,83,2015
44950,Smart,Gasoline,Manual,7580,72,2015
123000,Volkswagen,Gasoline,Manual,7599,106,2015
26000,Mazda,Gasoline,Manual,7599,85,2015
50300,Skoda,Gasoline,Manual,7000,76,2016
170000,Peugeot,Diesel,Automatic,7000,122,2016
53000,Mitsubishi,Gasoline,Manual,7000,81,2016
46950,Renault,Electric,Automatic,7000,59,2016
72800,Opel,Gasoline,Manual,7090,70,2016
28400,Volkswagen,Gasoline,Manual,7190,61,2016
61500,Ford,Gasoline,Manual,7200,83,2016
28850,Smart,Gasoline,Manual,7200,72,2016
68600,Peugeot,Gasoline,Manual,7250,69,2016
148000,Ford,Diesel,Manual,7250,106,2016
45689,Renault,Gasoline,Manual,7250,74,2016
19994,Volkswagen,Gasoline,Manual,7289,61,2016
35000,Smart,Gasoline,Manual,7300,72,2016
95800,Citroen,Diesel,Manual,7350,100,2016
10797,Volkswagen,Gasoline,Manual,7380,61,2016
65000,Volkswagen,Gasoline,Manual,7390,61,2016
94000,Volkswagen,Gasoline,Manual,7400,61,2016
24990,Volkswagen,Gasoline,Manual,7400,61,2016
62930,Volkswagen,Gasoline,Manual,7400,61,2016
64000,Volkswagen,Gasoline,Manual,7400,76,2016
63311,Bmw,Diesel,Automatic,37970,324,2017
56900,Volvo,Diesel,Automatic,38450,238,2017
86022,Bmw,Gasoline,Automatic,38850,455,2017
71000,Volvo,Gasoline,Automatic,38900,314,2017
70000,Volkswagen,Diesel,Automatic,39000,152,2017
70233,Audi,Diesel,Automatic,39930,331,2017
77750,Bmw,Gasoline,Automatic,39950,468,2017
132000,Audi,Diesel,Automatic,40799,276,2017
52148,Bmw,Diesel,Automatic,41430,269,2017
160000,Mercedes-Benz,Diesel,Automatic,44999,262,2017
58039,Bmw,Gasoline,Automatic,45970,331,2017
81000,Audi,Diesel,Automatic,48500,276,2017
78337,Land,Gasoline,Automatic,49890,517,2017
80813,Bmw,Diesel,Automatic,49960,406,2017
102500,Mercedes-Benz,Gasoline,Automatic,53999,476,2017
28500,Porsche,Gasoline,Automatic,57444,365,2017
28591,Bmw,Gasoline,Automatic,62940,456,2017
50500,Audi,Gasoline,Automatic,68960,613,2017
73000,Porsche,Gasoline,Automatic,78990,557,2017
448,Bmw,Gasoline,Automatic,87989,456,2017
190000,Mercedes-Benz,Diesel,Automatic,26499,172,2018
25000,Mini,Gasoline,Automatic,26860,195,2018
12000,Opel,Gasoline,Manual,26900,167,2018
48697,Audi,Gasoline,Automatic,26920,152,2018
74725,Ford,Diesel,Automatic,26990,212,2018
47560,Ford,Diesel,Automatic,27270,193,2018
45289,Bmw,Gasoline,Automatic,27430,256,2018
65290,Bmw,Diesel,Automatic,27820,193,2018
71650,Bmw,Diesel,Automatic,27860,193,2018
74010,Audi,Diesel,Automatic,27960,193,2018
46525,Volvo,Hybrid,Automatic,28339,223,2018
43206,Bmw,Gasoline,Automatic,28670,195,2018
87985,Bmw,Diesel,Automatic,28820,262,2018
35967,Bmw,Diesel,Automatic,28860,193,2018
18459,Volkswagen,Gasoline,Automatic,28960,248,2018
40613,Bmw,Gasoline,Automatic,28999,187,2018
140000,Audi,Diesel,Automatic,28999,193,2018
120000,Bmw,Diesel,Automatic,29499,193,2018
30000,Mercedes-Benz,Gasoline,Automatic,29799,187,2018
73000,Mercedes-Benz,Diesel,Automatic,29799,197,2018
54165,Bmw,Diesel,Automatic,36900,262,2019
22000,Audi,Gasoline,Automatic,38000,193,2019
29750,Bmw,Diesel,Automatic,38900,193,2019
38734,Volvo,Gasoline,Automatic,38990,314,2019
130000,Audi,Diesel,Automatic,39499,290,2019
6543,Bmw,Gasoline,Automatic,39890,310,2019
26940,Bmw,Gasoline,Automatic,39930,331,2019
55000,Mercedes-Benz,Diesel,Automatic,41499,345,2019
16500,Bmw,Gasoline,Automatic,41830,310,2019
7900,Skoda,Diesel,Automatic,41980,193,2019
55000,Mercedes-Benz,Gasoline,Automatic,42499,248,2019
7086,Volvo,Diesel,Automatic,46300,238,2019
38200,Bmw,Diesel,Automatic,47400,269,2019
44552,Volvo,Diesel,Automatic,47889,238,2019
10900,Bmw,Gasoline,Automatic,48500,262,2019
68300,Volkswagen,Diesel,Manual,49950,152,2019
77606,Bmw,Diesel,Automatic,49960,331,2019
22900,Bmw,Diesel,Automatic,50860,269,2019
28990,Bmw,Gasoline,Automatic,51900,345,2019
19500,Porsche,Gasoline,Automatic,61800,248,2019
11531,Ford,Gasoline,Manual,17680,142,2020
20,Mazda,Gasoline,Manual,17987,91,2020
27436,Ford,Gasoline,Manual,18240,127,2020
21200,Ford,Diesel,Automatic,18887,122,2020
28103,Ford,Diesel,Automatic,19039,152,2020
11309,Ford,Diesel,Automatic,19779,122,2020
25262,Ford,Diesel,Automatic,19889,152,2020
14685,Ford,Gasoline,Manual,19999,127,2020
23300,Ford,Gasoline,Manual,20270,157,2020
6900,Ford,Diesel,Manual,20370,102,2020
26170,Skoda,Gasoline,Automatic,20490,152,2020
8685,Bmw,Diesel,Manual,20930,118,2020
14926,Nissan,Gasoline,Automatic,20970,161,2020
19750,Seat,Gasoline,Automatic,20990,152,2020
28251,Ford,Diesel,Automatic,21229,152,2020
22990,Ford,Diesel,Automatic,21339,152,2020
17100,Ford,Gasoline,Manual,21440,203,2020
6550,Ford,Hybrid,Manual,21669,127,2020
14650,Skoda,Gasoline,Manual,21890,152,2020
13490,Skoda,Gasoline,Manual,21890,152,2020
10,Suzuki,Hybrid,Manual,23900,131,2021
30,Volkswagen,Gasoline,Automatic,23990,112,2021
29,Mazda,Gasoline,Manual,23990,124,2021
5000,Citroen,Gasoline,Manual,24100,133,2021
60,Volkswagen,Gasoline,Manual,24870,133,2021
150,Citroen,Gasoline,Automatic,24900,133,2021
99,Kia,Gasoline,Automatic,24990,106,2021
2500,Skoda,Gasoline,Automatic,25890,112,2021
1588,Renault,Gasoline,Automatic,26680,142,2021
200,Peugeot,Gasoline,Automatic,27590,133,2021
109,Mazda,Gasoline,Automatic,27690,124,2021
38,Jeep,Gasoline,Automatic,27990,152,2021
1500,Kia,Hybrid,Automatic,28900,106,2021
1500,Skoda,Gasoline,Manual,29990,152,2021
1210,Kia,Gasoline,Automatic,29990,142,2021
3000,Kia,Gasoline,Automatic,30590,207,2021
398,Kia,Hybrid,Automatic,31300,106,2021
20,Seat,Gasoline,Automatic,31499,152,2021
900,Peugeot,Electric,Automatic,32500,78,2021
16400,Peugeot,Gasoline,Automatic,6900,122,2011
119500,Ford,Gasoline,Automatic,6900,98,2011
115219,Volkswagen,Gasoline,Manual,6900,106,2011
251097,Ford,Diesel,Manual,6900,127,2011
98221,Peugeot,Gasoline,Automatic,6900,158,2011
155500,Audi,Diesel,Manual,6900,106,2011
148000,Mini,Gasoline,Manual,6900,124,2011
94000,Honda,Gasoline,Manual,6950,100,2011
56410,Ford,Gasoline,Manual,6950,83,2011
80950,Toyota,Gasoline,Manual,6950,100,2011
169521,Seat,Diesel,Manual,6955,76,2011
85888,Honda,Gasoline,Automatic,6980,100,2011
79550,Toyota,Gasoline,Manual,6980,100,2011
116000,Volkswagen,Diesel,Manual,6990,106,2011
141493,Renault,Gasoline,Manual,6990,133,2011
69000,Hyundai,Gasoline,Manual,6990,130,2011
129500,Volkswagen,Gasoline,Manual,6995,87,2011
109494,Citroen,Gasoline,Manual,6996,122,2011
139990,Opel,Diesel,Manual,6998,162,2011
143000,Volkswagen,Gasoline,Manual,6999,162,2011
100000,Ford,Gasoline,Automatic,7950,127,2012
64974,Volkswagen,Gasoline,Manual,7950,87,2012
79987,Mini,Gasoline,Manual,7950,76,2012
99860,Skoda,Gasoline,Manual,7950,106,2012
132658,Volkswagen,Gasoline,Manual,7950,106,2012
71452,Volkswagen,Gasoline,Automatic,7950,91,2012
146389,Volkswagen,Gasoline,Manual,7970,162,2012
46500,Ford,Diesel,Manual,7980,118,2012
75600,Volkswagen,Gasoline,Manual,7980,81,2012
207948,Volkswagen,Other,Manual,7990,152,2012
159000,Volkswagen,Diesel,Automatic,7990,142,2012
122362,Volkswagen,Gasoline,Manual,7990,106,2012
104547,Opel,Gasoline,Manual,7990,142,2012
177203,Hyundai,Gasoline,Manual,7990,137,2012
145000,Ford,Diesel,Automatic,7990,142,2012
245000,Lancia,Gasoline,Automatic,7990,290,2012
86350,Peugeot,Gasoline,Manual,7995,122,2012
139000,Volkswagen,Diesel,Manual,8000,106,2012
123500,Bmw,Gasoline,Manual,8000,138,2012
103000,Chevrolet,Diesel,Automatic,8200,165,2012
51362,Fiat,Gasoline,Manual,8990,70,2013
106000,Volkswagen,Diesel,Manual,8990,76,2013
35400,Nissan,Electric,Automatic,8998,111,2013
31391,Nissan,Gasoline,Manual,8998,119,2013
99930,Chevrolet,Gasoline,Manual,8998,142,2013
187830,Bmw,Diesel,Automatic,8999,187,2013
98795,Seat,Gasoline,Manual,9000,124,2013
232800,Bmw,Diesel,Automatic,9299,187,2013
216000,Mercedes-Benz,Diesel,Automatic,9299,138,2013
76400,Volkswagen,Gasoline,Manual,9300,87,2013
58000,Ford,Diesel,Automatic,9300,118,2013
202000,Volkswagen,Diesel,Manual,9300,103,2013
80000,Bmw,Diesel,Manual,9300,118,2013
71000,Volkswagen,Gasoline,Manual,9400,106,2013
97500,Skoda,Diesel,Manual,9400,106,2013
94732,Ford,Gasoline,Manual,9449,152,2013
134200,Mercedes-Benz,Diesel,Manual,9480,111,2013
92000,Opel,Gasoline,Manual,9490,142,2013
64000,Mini,Diesel,Manual,9498,91,2013
62000,Skoda,Gasoline,Automatic,9650,124,2014
59574,Opel,Gasoline,Manual,9650,88,2014
59000,Hyundai,Diesel,Manual,9700,138,2014
92000,Mini,Gasoline,Manual,9750,138,2014
215410,Fiat,Diesel,Manual,9850,118,2014
63260,Volkswagen,Gasoline,Manual,9899,87,2014
75900,Audi,Diesel,Manual,9900,106,2014
103023,Skoda,Gasoline,Automatic,9900,106,2014
199000,Mercedes-Benz,Diesel,Manual,9900,138,2014
81662,Mini,Gasoline,Manual,9950,103,2014
25270,Nissan,Gasoline,Manual,9950,119,2014
53990,Ford,Gasoline,Manual,9980,102,2014
32000,Kia,Gasoline,Manual,9980,137,2014
149000,Ford,Diesel,Manual,9990,118,2014
76900,Peugeot,Gasoline,Manual,9990,158,2014
178000,Mazda,Diesel,Manual,9990,152,2014
128368,Hyundai,Gasoline,Manual,9990,137,2014
58000,Opel,Gasoline,Manual,9995,142,2014
37058,Toyota,Hybrid,Automatic,10330,102,2015
100140,Peugeot,Gasoline,Manual,10440,133,2015
56500,Opel,Gasoline,Manual,10450,152,2015
99989,Opel,Diesel,Manual,10450,138,2015
80100,Volkswagen,Gasoline,Manual,10450,112,2015
54420,Toyota,Gasoline,Manual,10480,100,2015
75941,Volkswagen,Gasoline,Manual,10490,87,2015
31700,Renault,Gasoline,Manual,10490,118,2015
96002,Volkswagen,Diesel,Manual,10499,112,2015
83000,Hyundai,Diesel,Manual,10500,118,2015
57870,Ford,Gasoline,Manual,10500,102,2015
176000,Volkswagen,Diesel,Manual,10500,152,2015
37000,Volkswagen,Gasoline,Manual,10500,87,2015
43000,Ford,Gasoline,Manual,10501,127,2015
34286,Opel,Gasoline,Automatic,10600,122,2015
106500,Peugeot,Gasoline,Manual,10600,133,2015
72800,Volkswagen,Gasoline,Manual,10649,76,2015
76430,Volkswagen,Gasoline,Manual,10650,112,2015
27667,Opel,Gasoline,Manual,10750,152,2015
66400,Dacia,Gasoline,Manual,9590,116,2016
128000,Volkswagen,Gasoline,Manual,9600,118,2016
160600,Mercedes-Benz,Diesel,Manual,9639,91,2016
123937,Renault,Diesel,Manual,9680,133,2016
52900,Hyundai,Gasoline,Manual,9699,85,2016
112000,Ssangyong,Diesel,Manual,9750,118,2016
57500,Skoda,Gasoline,Manual,9750,91,2016
75000,Dacia,Diesel,Manual,9750,91,2016
82362,Hyundai,Gasoline,Manual,9750,102,2016
42905,Opel,Gasoline,Manual,9779,88,2016
90697,Volkswagen,Gasoline,Manual,9790,76,2016
246200,Mercedes-Benz,Diesel,Manual,9799,131,2016
215000,Fiat,Diesel,Manual,9900,118,2016
2900,Fiat,Diesel,Manual,9900,76,2016
42210,Hyundai,Gasoline,Manual,9970,127,2016
12812,Renault,Electric,Automatic,9975,93,2016
42000,Hyundai,Gasoline,Manual,9980,137,2016
57709,Opel,Gasoline,Manual,9980,106,2016
13500,Renault,Electric,Automatic,7900,89,2017
45800,Opel,Gasoline,Manual,7900,70,2017
11400,Volkswagen,Gasoline,Manual,7950,61,2017
41452,Volkswagen,Gasoline,Manual,7950,61,2017
10780,Opel,Gasoline,Manual,7950,70,2017
81500,Ford,Gasoline,Manual,7950,102,2017
76972,Fiat,Gasoline,Manual,7990,96,2017
20600,Toyota,Gasoline,Manual,7990,70,2017
24300,Toyota,Gasoline,Manual,7990,70,2017
31500,Volkswagen,Gasoline,Manual,7990,61,2017
69300,Ford,Gasoline,Manual,7990,66,2017
84665,Ford,Gasoline,Manual,7990,61,2017
80400,Ford,Gasoline,Manual,7990,61,2017
153600,Renault,Diesel,Manual,7999,91,2017
18353,Volkswagen,Gasoline,Manual,8000,61,2017
35019,Volkswagen,Gasoline,Manual,8112,61,2017
24900,Hyundai,Gasoline,Manual,8200,88,2017
65743,Ford,Gasoline,Manual,8300,66,2017
72192,Ford,Gasoline,Manual,8300,66,2017
36500,Mitsubishi,Gasoline,Manual,8350,81,2017
46045,Skoda,Gasoline,Manual,10650,76,2018
44952,Peugeot,Gasoline,Manual,10691,83,2018
53400,Citroen,Gasoline,Manual,10850,83,2018
23600,Opel,Diesel,Manual,10850,76,2018
20255,Peugeot,Gasoline,Manual,10885,84,2018
20555,Peugeot,Gasoline,Manual,10885,83,2018
36800,Volkswagen,Gasoline,Manual,10900,66,2018
35000,Opel,Gasoline,Automatic,10950,91,2018
35981,Opel,Gasoline,Manual,10950,91,2018
145540,Volkswagen,Diesel,Manual,10980,118,2018
27700,Ford,Gasoline,Manual,10990,72,2018
21382,Mazda,Gasoline,Manual,10990,76,2018
90386,Ford,Diesel,Manual,10990,87,2018
24200,Renault,Electric,Automatic,10990,93,2018
38680,Volkswagen,Gasoline,Manual,10997,91,2018
169792,Ford,Diesel,Manual,11000,122,2018
96386,Ford,Diesel,Automatic,11296,122,2018
94000,Opel,Diesel,Manual,11300,112,2018
35284,Opel,Diesel,Manual,11349,112,2018
11705,Hyundai,Gasoline,Manual,11390,85,2018
22379,Opel,Gasoline,Manual,11997,91,2019
15333,Opel,Gasoline,Manual,11997,91,2019
17392,Opel,Gasoline,Manual,11997,91,2019
24284,Opel,Gasoline,Manual,11997,88,2019
22909,Opel,Gasoline,Manual,11997,88,2019
7600,Renault,Electric,Automatic,12250,59,2019
10153,Smart,Electric,Automatic,12270,83,2019
25041,Volkswagen,Gasoline,Manual,12295,66,2019
18565,Opel,Gasoline,Manual,12297,91,2019
17150,Toyota,Gasoline,Automatic,12350,73,2019
85330,Renault,Diesel,Manual,12450,96,2019
16700,Opel,Gasoline,Manual,12450,102,2019
31835,Toyota,Gasoline,Manual,12470,73,2019
29986,Opel,Gasoline,Manual,12480,106,2019
8343,Opel,Gasoline,Manual,12480,76,2019
8703,Volkswagen,Gasoline,Manual,12485,61,2019
24599,Peugeot,Gasoline,Manual,12485,84,2019
14300,Renault,Gasoline,Manual,12495,91,2019
19992,Opel,Gasoline,Manual,12497,88,2019
14883,Opel,Gasoline,Manual,12497,91,2019
28000,Ford,Diesel,Automatic,32753,193,2020
7342,Ford,Diesel,Automatic,32896,193,2020
10,Seat,Diesel,Automatic,33450,152,2020
18554,Ford,Diesel,Automatic,33994,193,2020
10,Seat,Diesel,Automatic,34960,152,2020
4999,Seat,Diesel,Automatic,34960,152,2020
5259,Ford,Hybrid,Automatic,34985,154,2020
14490,Ford,Diesel,Automatic,34990,193,2020
10,Seat,Diesel,Automatic,35450,152,2020
10,Seat,Diesel,Automatic,35650,152,2020
10,Seat,Diesel,Automatic,35960,152,2020
12852,Mercedes-Benz,Hybrid,Automatic,36480,214,2020
12260,Ford,Diesel,Automatic,36860,188,2020
14749,Mercedes-Benz,Gasoline,Automatic,36880,187,2020
1756,Seat,Hybrid,Automatic,37450,207,2020
1250,Ford,Diesel,Automatic,37990,172,2020
10,Seat,Diesel,Automatic,38960,152,2020
23202,Volvo,Diesel,Automatic,39796,200,2020
6600,Seat,Gasoline,Automatic,39960,152,2020
6500,Mitsubishi,Hybrid,Automatic,39993,137,2020
8,Dacia,Gasoline,Manual,15400,102,2021
3000,Hyundai,Gasoline,Manual,15450,85,2021
1590,Citroen,Gasoline,Manual,15490,83,2021
20,Mazda,Gasoline,Manual,15495,91,2021
3000,Suzuki,Gasoline,Manual,15500,84,2021
1500,Renault,Other,Manual,15580,73,2021
1250,Renault,Gasoline,Manual,15650,68,2021
20,Skoda,Gasoline,Manual,15690,96,2021
20,Skoda,Gasoline,Manual,15790,96,2021
1250,Renault,Gasoline,Manual,15890,68,2021
1250,Dacia,Gasoline,Manual,15950,92,2021
12700,Peugeot,Gasoline,Automatic,15950,133,2021
3000,Suzuki,Gasoline,Manual,15950,84,2021
35,Skoda,Gasoline,Manual,15950,96,2021
10,Dacia,Gasoline,Manual,15975,102,2021
1354,Opel,Gasoline,Manual,15980,102,2021
1545,Opel,Gasoline,Manual,15980,102,2021
134500,Alfa,Diesel,Manual,6850,172,2011
77000,Ford,Gasoline,Manual,6850,106,2011
84411,Opel,Gasoline,Manual,6880,122,2011
51920,Toyota,Gasoline,Manual,6890,100,2011
59500,Alfa,Gasoline,Manual,6900,137,2011
196889,Bmw,Diesel,Manual,6900,187,2011
237001,Mercedes-Benz,Gasoline,Automatic,6900,165,2011
221560,Bmw,Diesel,Manual,6900,165,2011
114000,Volkswagen,Gasoline,Manual,6950,81,2011
176520,Audi,Diesel,Manual,6950,106,2011
105839,Skoda,Gasoline,Manual,6980,61,2011
110000,Volkswagen,Diesel,Manual,6989,106,2011
129750,Volkswagen,Diesel,Manual,6990,106,2011
98000,Volkswagen,Gasoline,Manual,6990,70,2011
88850,Mini,Gasoline,Manual,6990,76,2011
78501,Opel,Gasoline,Manual,6990,102,2011
157607,Skoda,Gasoline,Manual,6990,127,2011
97152,Kia,Gasoline,Manual,6995,128,2011
167500,Volkswagen,Diesel,Manual,6999,142,2011
249000,Bmw,Diesel,Manual,6999,145,2011
107000,Suzuki,Gasoline,Manual,7200,180,2012
105000,Volkswagen,Gasoline,Manual,7200,106,2012
118000,Volkswagen,Diesel,Manual,7200,106,2012
63900,Citroen,Gasoline,Manual,7250,122,2012
131991,Audi,Gasoline,Manual,7290,127,2012
105007,Mini,Gasoline,Manual,7300,99,2012
93000,Volkswagen,Gasoline,Manual,7300,81,2012
251000,Fiat,Diesel,Manual,7300,118,2012
99950,Volkswagen,Gasoline,Manual,7350,91,2012
132709,Volkswagen,Diesel,Manual,7450,106,2012
60000,Skoda,Diesel,Manual,7490,106,2012
